Flow Duration,Flow Packets/s,Flow Bytes/s,ACK Flag Count,SYN Flag Count,RST Flag Count,URG Flag Count,CWR Flag Count,Packet Length Mean,Min Packet Length,Label
2855797,426.97965043548083,85755.743180415,9,1,0,0,0,487.7428009986679,57,BENIGN
2069057,291777836.1583946,12455434924.218157,1,1903469376,4,0,0,55.99219876530184,58,DDoS
5896799,57.459175105960576,59289.39182272931,9,1,0,0,0,1336.6442386788435,114,BENIGN
1051707,637.4105059501239,92628.78912931701,3,2,0,0,0,371.80946382837107,41,BENIGN
2449991,882.9536541874011,58328.64918308508,4,0,0,0,0,928.4713408587719,57,BENIGN
2243081,205174593.69524896,2809990932.301993,1,1451122490,2,0,0,49.268808812135525,45,DDoS
779696,282066728.33271706,753086979.3053039,1,1711013461,0,0,0,58.37990282224358,41,DDoS
3761503,12893194.474026654,2727131347.924183,1,1442105427,3,0,0,51.18063994217532,48,DDoS
2616206,46016014.78217152,14461112854.774464,0,1435267472,0,0,0,45.20392704991294,41,DDoS
246358,239691304.2850326,16730227477.729055,0,759411164,4,0,0,47.39447778676808,47,DDoS
7790593,795.7827978813289,50949.44420371356,4,0,0,0,0,620.8281574444363,138,BENIGN
5630232,355.06956799539876,14770.13209043527,1,1,0,0,0,385.5939130583262,117,BENIGN
4838187,442.1057415909506,17279.84314416994,3,2,0,0,0,584.1259321932201,112,BENIGN
3327294,289367499.134774,2906112270.736728,0,1442528977,2,0,0,44.88982391013544,55,DDoS
3279121,58811946.05878229,16064389299.783596,1,249210752,3,0,0,57.00132923306887,49,DDoS
4973399,264722751.23930565,14813579111.187202,1,201309770,3,0,0,54.80229463900891,49,DDoS
4233953,465457549.6631977,4256806479.743523,1,1158468278,2,0,0,40.36886711953384,57,DDoS
7881289,607.7170923762728,15359.768123594898,5,2,0,0,0,1076.3699285775938,130,BENIGN
2211652,288333526.5158707,24178127120.273308,1,1162147342,1,0,0,57.84292699755719,54,DDoS
4991818,824.8984409128432,41210.00912963112,9,0,0,0,0,201.14014731872845,159,BENIGN
380993,490732909.52841,4897109380.974066,0,720126505,2,0,0,51.39234464109579,40,DDoS
1357303,189666359.8457392,8396501350.523537,0,1437573575,2,0,0,50.856143588770124,57,DDoS
1486799,89.92072516111283,80140.86903433852,9,0,0,0,0,227.56173715929825,70,BENIGN
2765524,366.0014747091021,55595.34694170877,2,2,0,0,0,306.4908920181209,171,BENIGN
2929716,198781219.4358601,23699335636.320545,1,350054206,0,0,0,46.3415038199191,41,DDoS
1800844,397351496.3346463,191052495.86158016,1,1880490831,4,0,0,42.813904434848176,52,DDoS
4802177,534.0208791200258,42932.26569330129,9,0,0,0,0,1108.482527806266,152,BENIGN
614773,286275427.94234496,21833514145.589836,0,975593782,4,0,0,48.90537036063821,46,DDoS
2160870,338005640.6740889,7401522652.064406,1,1641449015,2,0,0,59.5325133507511,55,DDoS
7021656,810.9197347651823,86170.27199657065,6,0,0,0,0,560.4205820763343,98,BENIGN
7437845,212.21982674091225,34509.38501400815,0,0,0,0,0,198.78524746420408,63,BENIGN
4800866,59354267.25069917,2571317769.9611506,0,1756661926,2,0,0,59.31573643276565,57,DDoS
4352214,845.3803326025791,21230.89972264832,8,0,0,0,0,275.8130213119228,188,BENIGN
2212069,359735498.40712035,16646250439.87542,1,1089219701,0,0,0,59.35876413678282,49,DDoS
8422212,89.48976129700743,8384.422535721631,0,0,0,0,0,1377.6433016165247,151,BENIGN
5740039,251.2324638030137,95987.45470174779,7,0,0,0,0,407.8039398250744,90,BENIGN
8312203,80.90250031395804,82804.25091266676,8,0,0,0,0,1334.8634740242114,45,BENIGN
4412826,222702502.5624541,1760335302.539135,0,892409044,4,0,0,40.77948971518845,41,DDoS
7200853,35.14141345204633,65493.02153912688,3,0,0,0,0,334.61970491820034,135,BENIGN
4782423,168835219.0211238,23801545851.025574,0,1464142593,3,0,0,46.28678216787442,51,DDoS
3217165,467787830.57704574,16338215732.490084,0,1541471698,0,0,0,45.67050690183971,48,DDoS
9432372,473.73997369751436,84719.98719516843,4,0,0,0,0,594.1208294695641,100,BENIGN
9507150,830.4199425886036,79031.94027548273,3,0,0,0,0,602.707022931627,103,BENIGN
6107385,15.841266384996285,60177.48352317173,4,0,0,0,0,528.2627447351329,176,BENIGN
8981512,104.73554672481666,67874.82403417281,3,0,0,0,0,671.1296536311604,87,BENIGN
4112331,326359122.23473805,3163273610.9847536,1,128502294,2,0,0,58.98177443963905,48,DDoS
6087268,718.9805667068232,85563.04687412616,2,1,0,0,0,932.7199356372624,185,BENIGN
2504016,251402170.41947365,21317565735.272675,0,1182837680,4,0,0,54.5574240353457,43,DDoS
4239254,25.36660211698664,45545.16962795147,5,1,0,0,0,168.512722963642,183,BENIGN
5949499,885.3536398288577,76288.99061973847,8,2,0,0,0,421.8075731234598,124,BENIGN
4793250,187130933.19966504,7664690157.8393,0,697626937,1,0,0,46.85931813417426,55,DDoS
2233840,210399493.74079123,1317110057.1182034,0,1727934538,2,0,0,49.82541592909429,54,DDoS
3982532,29969520.64927389,17884043507.205124,0,1456925019,3,0,0,51.69445718012835,43,DDoS
3121690,754.8147918445309,97088.33436698325,3,2,0,0,0,739.1303309482647,135,BENIGN
1183796,21861327.75783013,19497854596.799854,0,1770027951,1,0,0,59.72708456686733,41,DDoS
4257181,198.49261281137305,64248.70177173961,1,1,0,0,0,187.32806064561296,105,BENIGN
520557,435638152.15212435,15441554019.344667,0,709166949,1,0,0,50.94014505081536,40,DDoS
3959034,377.49001346684133,76863.1529019831,4,2,0,0,0,1309.3113383559696,187,BENIGN
1825957,45332062.546812624,11461283722.219528,1,1787311735,1,0,0,50.53727555714704,42,DDoS
397393,225217261.6145149,4167648106.3353014,1,1455039835,1,0,0,56.230630810622834,45,DDoS
1068148,982.7568013694756,80922.55156901013,6,2,0,0,0,225.8556735736861,87,BENIGN
4577586,21068103.540828794,409773429.0440552,1,9154677,0,0,0,53.79524752902027,54,DDoS
1118146,52179001.4958732,19246283892.134937,1,625097935,3,0,0,52.67953153443196,41,DDoS
562453,229772802.98144335,5969405618.300011,0,1434766952,4,0,0,43.9705751275869,51,DDoS
2661793,677.4471392190814,36483.80204268666,8,0,0,0,0,773.6949615173411,72,BENIGN
2134106,502.3676614934792,25441.57896625748,3,2,0,0,0,765.2826538243269,83,BENIGN
3437587,111.28384001568384,22553.547742116065,7,0,0,0,0,998.7238351166355,184,BENIGN
680808,189187176.88228232,2898697014.6905537,1,1520714969,2,0,0,53.307668167094484,42,DDoS
4680041,436072990.4538658,6100199951.645735,1,846247993,2,0,0,49.48788035213756,54,DDoS
6053929,932.2017814828848,9463.11411936567,0,2,0,0,0,1251.6219338983583,138,BENIGN
2859772,280126728.72359234,19051726452.655937,0,288942458,1,0,0,46.26043282147003,59,DDoS
577120,480263181.670021,18879617065.725746,1,1787133413,0,0,0,44.79694509505198,59,DDoS
2750498,362932684.37747455,6071294495.133197,1,1231408984,0,0,0,57.71812651987656,54,DDoS
4040617,129382383.13051039,20365736377.212627,1,1702608791,1,0,0,54.97401981576536,47,DDoS
4385357,508.25008035038024,74375.90332432961,2,0,0,0,0,1143.2526440250724,52,BENIGN
976098,179159788.50476676,14765937232.256435,0,376721323,1,0,0,56.09675660955534,44,DDoS
7818753,41.744228422082585,67297.60906929387,4,1,0,0,0,1373.0056202970254,82,BENIGN
4416664,880.0347121002875,55246.61541233555,1,2,0,0,0,644.7408422093657,67,BENIGN
1888698,649.4315214168655,61842.47692696739,7,1,0,0,0,293.39914904752743,96,BENIGN
793649,275624091.11393136,16879576300.158178,0,837272297,2,0,0,46.425352735596896,48,DDoS
8643603,966.767493307573,27943.50014260078,4,0,0,0,0,211.19596708930058,67,BENIGN
4710388,345.2519991312448,47575.22395347385,6,2,0,0,0,180.34373110274515,65,BENIGN
8887739,235.51966730324634,17645.083910243433,0,1,0,0,0,1034.4916726673669,68,BENIGN
130060,478802048.4034156,17582368482.730915,1,998456315,1,0,0,48.44926268784016,50,DDoS
1603098,69009046.91536035,13926899950.063578,0,666818221,0,0,0,45.661164670545645,41,DDoS
1124023,79636609.07240927,15523425354.00952,0,356062385,1,0,0,56.472930178706164,59,DDoS
6384935,320.73950461939893,69212.67675389258,0,2,0,0,0,735.5610857228653,193,BENIGN
9121849,628.718770431895,56525.34956462369,7,2,0,0,0,1135.3199854018399,193,BENIGN
4441266,11698995.027688611,24505247492.879272,1,981370826,2,0,0,40.57480669143225,49,DDoS
2665482,82727972.6423305,13097207746.75775,1,369632770,4,0,0,49.75501802680621,49,DDoS
2299925,388795677.1388205,21715703941.415928,1,215831542,4,0,0,47.44159538183222,41,DDoS
1803328,259.64537051834645,91231.73923776003,7,1,0,0,0,1263.9253339270845,73,BENIGN
8782937,475.62524035102876,6756.137041196433,1,0,0,0,0,1076.2652375672376,70,BENIGN
1782877,493.28856451909076,47033.227362198195,5,0,0,0,0,655.7788009283296,55,BENIGN
4775182,401904014.7703727,17391333809.542233,0,1256648047,4,0,0,47.44608405011034,56,DDoS
5008146,6.7648906316750255,25861.21335444606,3,2,0,0,0,208.45164487449966,163,BENIGN
935163,122804593.37238461,4154007581.4609475,1,1339412904,4,0,0,57.22660266675674,57,DDoS
291951,285844487.288509,6430760603.766952,1,195513747,4,0,0,59.937253441334214,42,DDoS
1137686,283.25832279878114,62800.27245468861,0,0,0,0,0,562.3018792672412,85,BENIGN
4143048,397101071.887769,4364222972.150478,1,678461687,0,0,0,52.36509942251376,49,DDoS
1113936,485.7954363930881,40525.07624867619,6,0,0,0,0,1382.8795645980272,98,BENIGN
3047461,86279482.7624069,13513246168.188135,1,312749984,2,0,0,56.114294210964395,46,DDoS
4589656,276796266.3510984,4831628517.936111,1,1810293551,0,0,0,42.00132991635856,53,DDoS
9704434,51.125174969654026,9955.871935607625,0,2,0,0,0,100.66298572072664,169,BENIGN
1186691,35504616.80663357,14624553323.80238,0,374064005,3,0,0,48.22050382080252,50,DDoS
8456688,711.4106951982706,34447.866876749365,6,0,0,0,0,876.6302595760569,40,BENIGN
6196467,239.0513808825385,77708.34665713832,3,2,0,0,0,597.3458175602887,198,BENIGN
602798,324629756.7431902,24277426174.298492,0,1320601715,0,0,0,40.60283529416737,45,DDoS
1118581,506.3034133697374,84236.78701300497,1,1,0,0,0,135.5153651342663,193,BENIGN
5914150,643.9085708644301,18428.07897148796,7,1,0,0,0,1227.6060535738532,131,BENIGN
6304120,9.346349467966434,59487.938105770634,6,2,0,0,0,1137.704608035958,133,BENIGN
2212418,388529305.1296037,9668132068.33519,0,1971191820,4,0,0,45.14460971162019,40,DDoS
1541529,114.83132417509898,87531.20262452702,3,1,0,0,0,541.7477291444911,79,BENIGN
6321129,673.7463091825213,42086.996979420095,4,1,0,0,0,678.7757586856163,63,BENIGN
4344250,944.1506911444342,76479.91543390449,6,2,0,0,0,1197.2610549782235,43,BENIGN
2839433,588.2106509223131,44450.101536639224,2,0,0,0,0,866.6474731056442,68,BENIGN
4457521,345.16138750066915,96869.42502335909,1,0,0,0,0,933.4453094105834,147,BENIGN
1836675,247972276.22215977,24071591871.077057,1,1180713582,1,0,0,52.03755578589623,57,DDoS
3741045,113174692.9600086,7277321952.015489,1,1876204876,0,0,0,41.366657624677664,46,DDoS
2521701,257.80562949701954,9275.848689197179,7,1,0,0,0,156.34035329322364,54,BENIGN
2038218,643.1905574249222,2021.2471753303414,2,0,0,0,0,128.50970516601515,183,BENIGN
2081676,421136345.42394316,19069422009.716736,1,800012247,0,0,0,41.08396771644157,48,DDoS
7200646,760.6396672201952,5406.7503574802095,2,0,0,0,0,343.4210336203407,189,BENIGN
2549663,34589868.59628641,13077951063.480923,1,691779354,4,0,0,45.735767161735495,49,DDoS
6747372,751.6718942137713,64040.87481331263,6,0,0,0,0,682.8372438956347,132,BENIGN
206468,46884536.111474626,22316639518.687042,1,453096248,1,0,0,40.56342697643561,56,DDoS
9837590,206.7740558410847,83034.70657565878,3,1,0,0,0,1051.0132873001357,41,BENIGN
2135627,490.9639541112649,87412.401360147,7,1,0,0,0,1152.9842375222174,158,BENIGN
3681482,393614279.26656896,22094532856.842903,1,737800832,1,0,0,40.92134266861933,58,DDoS
1976406,416441190.24086416,12987158947.422009,0,1575056345,1,0,0,55.79640520480213,56,DDoS
3479154,273234525.4503492,14766329316.325302,0,1557101284,1,0,0,50.04508196821749,52,DDoS
4374178,39531770.31017374,1690788979.1906288,0,107067121,1,0,0,44.44130157998276,51,DDoS
2694252,116945173.68767998,23236111873.29849,0,616973320,0,0,0,50.46530683834055,49,DDoS
3633312,476594490.43461657,20498759190.711903,1,374202345,0,0,0,45.63761126761953,49,DDoS
1402065,325202030.8551098,18770944185.2753,0,1189438628,1,0,0,41.11798940505752,47,DDoS
4867251,79818725.72588015,15181837551.374,1,655385510,0,0,0,59.40523367840911,43,DDoS
1402980,405.1150049337768,26952.829907081057,2,0,0,0,0,330.9270945075847,115,BENIGN
3962998,150002145.2903677,10046441404.991922,0,622037796,3,0,0,52.98571500386814,41,DDoS
1445831,440080721.9755191,4099922532.6250505,0,1030095955,0,0,0,51.314204755678006,48,DDoS
4600945,228130821.4507852,1290261708.3449454,0,1188192330,1,0,0,59.27323034921449,53,DDoS
5620650,419.50470116812573,89022.50211734996,8,2,0,0,0,1131.1801968171458,169,BENIGN
2417041,315531424.53566396,8687457491.031178,1,787039881,2,0,0,50.07272537154038,48,DDoS
6021983,506.23655605708893,31037.08837871044,0,0,0,0,0,843.4339308621603,179,BENIGN
2482023,111500058.92430015,13271690155.23103,1,1941074202,1,0,0,56.40565493666484,53,DDoS
371613,73401973.50879279,17481614671.65702,0,1661518020,4,0,0,49.45374727281602,52,DDoS
6224237,816.4116240109374,20561.642582877863,6,2,0,0,0,151.90412644449572,181,BENIGN
2843387,223406248.7883057,24333614958.583805,1,220498308,2,0,0,43.45902165736877,42,DDoS
8021855,49.71755249432728,96232.92501309142,2,0,0,0,0,602.4236749836961,115,BENIGN
5833177,837.6350470991558,65614.04836198202,2,0,0,0,0,201.36675057835495,53,BENIGN
3872449,305790821.19550556,9836141155.77993,1,1551914316,2,0,0,41.9589553518502,56,DDoS
2123539,44289783.736121714,15917166422.991638,1,702460823,1,0,0,57.42885363593341,57,DDoS
5102553,571.7486954176696,19250.75718904728,3,1,0,0,0,343.19309976074237,156,BENIGN
1507789,220075398.8810406,7617977046.811524,1,882263701,1,0,0,44.69464898284563,47,DDoS
4395049,823.1805708724878,79436.8546128772,6,1,0,0,0,614.4757868717841,153,BENIGN
8465106,169.27211058078333,53758.36275384532,3,0,0,0,0,544.0579679764609,190,BENIGN
463621,427711250.75886935,17576314639.656395,0,941031303,1,0,0,45.832612437036495,55,DDoS
293751,487764370.2564188,12777095254.773493,0,1783450486,4,0,0,48.87582606424226,48,DDoS
1457309,391827006.72312456,19023506778.355484,0,1017301810,3,0,0,57.497346732729795,59,DDoS
4433372,609.9189812443095,81715.14820244013,3,2,0,0,0,175.4397304487067,69,BENIGN
7940119,190.68545376682405,79266.4212470124,1,0,0,0,0,358.10226367626217,131,BENIGN
8595853,80.70933451036638,56940.10637274798,1,0,0,0,0,236.3399548537013,129,BENIGN
8339838,866.729092906908,77554.04381264957,9,0,0,0,0,836.8397969461244,170,BENIGN
2042377,527.4806169569522,55495.804313527406,8,0,0,0,0,1309.2193290419814,112,BENIGN
2022677,290226350.79485875,13534119802.824345,1,3224424,4,0,0,51.821350251619855,57,DDoS
6351826,914.7018380606763,23381.704842609095,8,1,0,0,0,1064.2065892935816,187,BENIGN
6265481,530.3457498926879,74802.88616338286,5,0,0,0,0,418.2307783405019,80,BENIGN
6982547,100.62647764951458,21052.925494462732,4,2,0,0,0,1148.0955213658242,107,BENIGN
2361237,52823084.17664567,8765017662.021166,1,841822792,0,0,0,54.95375107807408,42,DDoS
8988004,461.2728666414322,19820.6329996812,8,2,0,0,0,416.8252051655416,187,BENIGN
1625403,260575878.71925047,21868249252.984165,1,138862535,1,0,0,40.36364556224569,42,DDoS
1604835,34015458.82696015,23689802149.920826,1,775212154,4,0,0,57.271274598424384,42,DDoS
3490272,223.4265859915586,81716.63974282604,8,1,0,0,0,1240.0405756778441,117,BENIGN
2083337,33145570.507929947,8754021531.697386,0,319334079,3,0,0,44.87810181978318,46,DDoS
2604243,425.0683398438586,22676.077889583095,6,1,0,0,0,386.3720180707524,110,BENIGN
4127938,212182008.47739407,9924791920.864214,0,134954084,3,0,0,54.72609384078724,57,DDoS
9714892,942.667100448497,28456.230219779038,1,1,0,0,0,479.3887804986049,169,BENIGN
5893091,552.2769048006344,27645.390734377517,2,2,0,0,0,647.1680792184352,93,BENIGN
4298273,265.1398936317157,62125.33133692444,3,2,0,0,0,1065.774683747119,97,BENIGN
1182306,412506428.51475495,22219901605.182823,1,1660047719,2,0,0,52.792557136693205,51,DDoS
395639,217043286.66010097,24705554608.663383,0,715032884,2,0,0,45.93230268184813,55,DDoS
2888806,41.029017261918405,74936.64634468449,5,2,0,0,0,1138.8877056631627,156,BENIGN
1549239,282.1958251484685,83337.62474533521,4,0,0,0,0,1268.9887975671454,173,BENIGN
4005695,295317395.22700834,7508512938.402586,0,1131792715,0,0,0,53.74136234529581,40,DDoS
2410712,175102894.8362974,6439251500.932687,1,520634097,3,0,0,57.32246659721371,45,DDoS
8725166,206.16281650529532,51445.2546010123,6,1,0,0,0,210.82401851501538,43,BENIGN
1506453,864.3663716592955,32685.887621663132,4,2,0,0,0,972.1223609118991,48,BENIGN
7014126,780.9013926131745,26779.387929912085,7,1,0,0,0,371.93997060974937,43,BENIGN
9988400,773.1010624454713,79086.88665195652,2,2,0,0,0,807.5380283523277,76,BENIGN
1152916,157135345.11100993,19043359390.703808,0,1141479890,1,0,0,50.86112455740232,57,DDoS
4934889,303993767.242957,4334289695.048146,1,468854906,0,0,0,51.09806968389971,56,DDoS
346877,115860582.39163566,18550108396.88368,0,1877409688,1,0,0,52.636134636517056,45,DDoS
3155748,800.3374451693238,50555.274247013826,8,2,0,0,0,929.0248510527276,54,BENIGN
2027974,52047825.992525525,2399558907.431264,0,155915758,2,0,0,59.057228403502364,47,DDoS
2587648,132428810.91704746,7958369352.564123,0,1247399592,0,0,0,41.39882415079595,47,DDoS
3432593,216.2474443684543,27536.224293716594,5,0,0,0,0,213.84466244609916,188,BENIGN
1543781,343245940.7161558,20674995104.39211,0,1239637715,3,0,0,53.111236810786366,47,DDoS
4993124,449353744.91597563,14945513256.056509,0,339872006,2,0,0,47.10304147692887,53,DDoS
1875068,157342110.1837573,16758522525.037596,1,1115713221,2,0,0,47.46797411249925,44,DDoS
8130144,861.5842403353029,22242.56673029416,1,2,0,0,0,1259.9638516134264,199,BENIGN
4693241,49188763.157817125,9830437264.824554,1,1080494249,2,0,0,58.727494035644675,44,DDoS
1739697,227833688.69843686,22505471553.272873,0,1078210487,1,0,0,52.30278476851493,41,DDoS
2050382,362341083.2027032,19734329707.475563,1,1136680685,1,0,0,52.176479452072925,41,DDoS
2229803,484573416.014624,3636789313.8655386,1,196443883,4,0,0,55.385773795067166,57,DDoS
3866457,685.8530819420606,18941.033234032042,7,0,0,0,0,656.9139536033563,169,BENIGN
3901717,422.3524676941898,12249.653866282973,5,2,0,0,0,313.0923638266604,57,BENIGN
6134544,614.5546814685738,55177.92191426089,6,1,0,0,0,1021.2199073622785,82,BENIGN
7864547,612.5465002842858,54167.940740486105,0,2,0,0,0,236.65038178861346,159,BENIGN
4042788,116727446.71524225,11517136180.665997,0,210997118,1,0,0,58.99702398667437,56,DDoS
4243333,183865578.92497772,1177099700.3572037,0,876521345,0,0,0,49.863130053456416,48,DDoS
4322705,329891495.0640929,13345026657.75251,1,1365345979,2,0,0,49.97922216638031,48,DDoS
5963401,795.7488475347214,16251.06632181578,0,2,0,0,0,899.9048293956711,102,BENIGN
1095876,398341395.5139489,16986726550.209066,0,1668806861,0,0,0,53.972508547692655,48,DDoS
